genes	geneNames	C20_1	C20_2	C20_3	G20_1	G20_2	G20_3	GA20_1	GA20_2	GA20_3	L20_1	L20_2	L20_3	L20_4	L20_5	L20_6	L20_7	L20_8	X20_1	X20_2	X20_3
CIC11T00000000910	 tom22	10.06546981	9.930237091	10.17486949	10.69202761	10.51739474	10.14566134	9.824286447	9.538822774	9.699722231	9.307630455	9.703789081	9.647361341	9.629180358	9.374936226	9.660498361	9.883196158	9.790402569	10.24669123	10.69279164	10.36596898
CIC11T00000001319	 FAR11	6.387196321	6.687410662	7.073861698	6.600535056	6.526568724	6.66442217	6.390709563	6.449118939	6.51731414	6.353842162	6.491502989	6.664776069	6.168969758	6.132109149	6.260263113	6.000821373	6.703373238	6.126218019	6.126407473	6.200635068
CIC11T00000005037	 YKR070W_2	12.07430699	12.03541089	12.20561543	11.68991858	12.25526994	11.66422071	10.49919368	10.59043169	10.73851216	10.93390129	10.84275611	10.80027041	10.60837902	10.79577162	10.59182495	10.75450519	10.67985773	11.88231499	12.20148721	11.79051168
CIC11T00000005913	 KRE28	3.947341852	3.895122988	4.856269554	2.983955295	3.62500729	2.971189266	4.557450845	4.509383323	4.699348062	3.279050192	3.427060044	3.74770665	3.095817382	3.068993677	3.16658856	4.208789544	3.494781412	3.266591532	3.605947023	3.642783223
CIC11T00000002891	 augustus_masked-chr1-processed-gene-2.125	7.076069888	7.050258777	7.527084665	6.144555651	6.530220102	5.629424776	7.326972293	7.229663389	7.104919735	6.048895418	6.607362704	6.815789401	6.095915253	5.932689407	6.32885734	6.732235128	6.601657946	6.380151315	7.009885388	6.653657692
CIC11T00000000003	 DSL1	4.707305732	5.18619853	5.216404023	4.504995721	4.356785125	4.909431539	4.47081548	4.71860853	4.946502356	4.887411911	4.567223414	4.164014395	4.075053962	4.973858433	4.717205049	4.606665334	4.994084774	4.810026287	3.93292498	4.637369198
CIC11T00000004779	 atx1	6.392703196	6.291378078	6.721576813	6.970681697	6.533866415	6.111632648	7.576775641	6.342130794	6.666062029	6.156766214	6.983087389	7.114643918	6.971119273	5.850783244	6.641468844	6.323393125	6.801254265	6.305710799	6.629382858	6.272198208
CIC11T00000003947	 augustus_masked-chr1-processed-gene-2.127	6.428221724	6.378234125	5.710017719	3.885383657	4.507193631	4.170109522	6.696586057	6.863843267	7.021606313	6.54952525	6.585832238	6.729179275	6.453644025	6.441911351	6.586766399	6.767478125	6.710488741	5.322953147	5.666578119	5.518472325
CIC11T00000005238	 MRP20	9.174009378	9.204683147	9.305513406	9.898526727	9.81772568	9.475333577	9.03006872	8.889059883	8.868261789	8.646735001	9.363287368	9.44948731	9.329201985	8.641855645	9.42988397	9.324081141	9.455918483	9.25255666	9.830229598	9.621642452
CIC11T00000001849	 RPB2	11.28034355	11.36788293	11.22570859	11.48598446	11.59661102	11.51210312	11.16332936	11.19444648	11.18916913	11.10961831	11.23428627	11.17288056	11.18919837	11.02899532	11.23586203	11.30062609	11.27100171	11.30826632	11.32149148	11.30074441
CIC11T00000003461	 MRPL23	8.235154926	8.058023825	8.142567443	8.970333698	8.982398395	8.695071857	7.576775641	7.564072906	7.345467634	8.227613514	8.70533676	8.793671825	8.715124964	8.294403562	8.843029203	8.550153089	8.580128188	7.931602978	8.890518316	8.57957436
CIC11T00000004062	 rpb7	8.090227671	8.137866617	8.299558759	8.413325631	8.560947437	8.270071524	7.67720407	7.850950497	7.787402396	7.828855025	7.958882692	8.142600927	7.891350803	7.952451007	7.865617549	8.119425859	8.03153534	8.590238091	8.631344896	8.454189833
CIC11T00000001659	 SIZ1	7.313717829	7.424924757	7.206209987	6.786398063	7.482441228	7.108416458	7.27810377	7.579456211	7.497519145	7.237070786	7.16935013	7.269636089	7.25527433	7.419585776	7.547854689	7.146374418	7.159165219	7.52827341	7.149813003	7.016875203
CIC11T00000001754	 YDR341c	10.88007536	10.91722942	10.94952533	11.86206727	11.71814626	11.3897884	11.45790221	10.95512949	11.14318042	10.08078469	10.68026454	10.79178559	10.78621563	10.18002527	10.71969307	10.76097666	10.79502339	11.11096698	11.37843658	10.91427541
CIC11T00000002554	 augustus_masked-chr1-processed-gene-3.107	7.411628911	7.762559564	7.229844655	5.916560532	6.297703125	6.211690143	7.57297429	8.046041182	8.221441097	7.41641826	7.441613245	7.514134487	7.641916342	7.416736897	7.662551426	7.988500489	7.664024442	6.796794462	6.820101824	6.612589925
CIC11T00000002905	 SIA1	11.54220154	11.60592369	11.73252331	11.24338697	11.48591908	11.16842872	11.04991118	11.11156089	11.06312464	11.29283725	11.42429384	11.35273654	11.40582178	11.24512461	11.44617219	11.36411569	11.45202963	11.40729289	11.42067453	11.34592663
CIC11T00000004936	 FCF1	5.47229954	5.381746066	5.300097672	8.43101966	6.823287793	8.394549353	6.683061453	6.03865374	5.889764978	8.852864916	8.75641156	8.649161774	8.999158133	9.135184864	8.877925924	8.471703641	8.286183787	7.069708695	5.95732649	6.43208281
CIC11T00000002682	 augustus_masked-chr1-processed-gene-3.112	-0.027117422	0.167763009	-0.062908234	0.792071502	-0.256912034	0.989597226	0.493291612	0.605982192	0.552211883	1.313805338	1.324638108	1.244559912	1.8424349	1.340612404	1.449795753	1.309655279	0.619029511	-0.154370882	-0.253676926	0.06759168
CIC11T00000001968	 PAR32	8.74258423	8.678291096	8.975974669	8.942963775	8.936029659	8.37577775	9.15715738	9.100500541	8.940578941	8.174969559	9.369617328	9.378626066	9.298295435	8.167501006	9.264584428	9.247678917	9.326697894	8.829396034	9.348179121	9.062452979
CIC11T00000002605	 HAM1	6.912458513	6.645413478	6.986544	7.968830915	7.109792855	7.313662966	7.356251867	6.896844548	6.935460593	6.933442947	7.619959447	7.781494015	7.594241494	6.988411308	7.65854808	7.669918413	7.392249697	7.356428619	7.596101442	7.460350036
CIC11T00000002294	 snap_masked-chr1-processed-gene-3.89	7.078181556	6.645413478	6.899951531	8.12472186	8.080006483	7.493018345	6.552379588	6.29492693	6.347809538	6.484856448	6.4754473	6.493777151	6.192890232	6.346195058	6.246330856	6.708470584	6.159092504	7.103238396	8.123305908	7.703548613
CIC11T00000000505	 THI80	5.967395697	5.792617487	5.928168725	5.590391127	5.954086312	5.602702722	5.01294717	5.480307637	5.454059117	5.436237318	5.75594603	5.981852069	5.891000714	5.51173563	5.673514353	5.526986005	5.987528546	5.782877895	6.411370445	5.827462823
CIC11T00000005018	 TAF9	6.231115849	6.350524416	6.068138081	5.8007399	5.894689326	5.626467954	5.957456817	6.151466695	5.941936106	5.718152359	6.703587057	6.953957128	6.834857716	5.822063141	6.882531472	6.825168539	6.441271255	6.126218019	6.355502022	6.105747322
CIC11T00000005843	 BUD7	9.880172929	9.876852163	10.19404018	9.308193992	9.764512981	9.68002737	9.45845945	9.694087582	9.711636664	9.683520832	9.213586749	9.287762085	9.2889258	9.561479981	9.195062057	9.320332186	9.277041945	9.948424967	9.607478565	9.695730504
CIC11T00000001391	 RCF1	7.38751418	7.376879894	7.344757516	7.773062691	7.353821436	7.681647968	6.967798159	6.998218021	6.811745379	8.132266268	7.935719426	7.936349318	7.829862078	8.096976505	7.817400757	7.741903036	7.585148703	7.869657476	7.952750548	8.054488531
CIC11T00000003391	 augustus_masked-chr1-processed-gene-3.115	3.267928063	3.732626223	3.604613367	3.119189802	2.538066459	3.553943171	3.852803064	4.183550326	3.884753766	4.158658692	4.453017122	4.564015977	4.001718982	4.075102071	3.612188032	4.292425622	4.647248417	2.771616478	2.568751626	2.858250854
CIC11T00000003592	 augustus_masked-chr1-processed-gene-3.116	2.452397041	2.590061343	2.152122207	1.95422122	1.646631439	2.469589147	2.493756418	2.504075481	2.552173062	3.653308533	3.462336471	2.978073309	3.192070031	3.347772122	2.718425375	3.110270171	3.11781151	2.102263179	2.060478595	2.365647375
CIC11T00000005470	 SOK1	9.912111739	9.940065378	8.333452794	9.300551462	8.799950567	10.197193	9.846013175	10.49358572	10.49310496	11.13928117	10.54193576	10.5283828	10.77311741	11.1959736	10.72294451	10.39605429	10.43528869	10.28842529	9.297379128	9.896628444
CIC11T00000005744	 snap_masked-chr1-processed-gene-3.62	-0.787616502	-0.757570084	-0.827721064	-0.450281327	-0.627982696	-0.565912565	-0.463974849	-0.645128023	-0.686638188	-0.438908006	-0.183040354	-0.414576764	0.06612022	-0.602351017	0.010316633	-0.087959275	-0.305684009	-0.875674499	-0.64273291	-0.701995784
CIC11T00000005677	 SFL1	7.875383203	7.892506968	5.786572122	8.153771848	7.686575218	9.296299882	6.351008668	7.242893059	7.510712745	9.438890264	9.281874386	9.297201361	9.623942913	9.496642314	9.640394007	9.046739436	8.991964508	9.026960673	7.921100853	8.920478169
CIC11T00000001088	 snap_masked-chr1-processed-gene-3.64	0.872631293	1.089080174	1.341524467	1.20602259	1.328386248	1.486089023	0.785948248	0.890754278	0.864103069	1.444154088	1.272979065	1.830401946	1.695014336	1.318778307	1.577540946	1.309655279	1.43427177	0.659008443	0.677680435	0.918062585
CIC11T00000000587	 BCS1	8.367550686	8.303382917	8.144856806	8.00466283	8.345755391	8.202413548	7.757786036	7.823429191	7.850191909	8.611152888	8.527744613	8.441952436	8.532027316	8.589584536	8.518468606	8.488758464	8.460490162	7.978453073	8.271874685	8.174633959
CIC11T00000000756	 UBP2	8.222122295	8.479442605	8.887483026	7.573886755	7.916758003	7.784220624	8.603056392	8.792286713	8.716537543	8.299875795	8.013200769	7.909221236	7.903456976	8.164389875	7.934347966	7.95277095	8.176117255	8.086051174	7.909331033	7.972435944
CIC11T00000001461	 ADP1	9.119510937	9.17360732	9.813235672	8.714734006	8.949017728	9.0399972	8.400567132	8.576539467	8.557581654	9.339964449	8.942120876	8.999328019	8.898679861	9.315800909	8.781089515	8.958458383	8.905520314	9.120559553	8.778080765	8.754684533
CIC11T00000001225	 SVF1	11.30550121	11.27323917	10.79061887	10.72182676	10.96218479	10.72125938	10.95069867	11.06391891	10.9865241	11.33789088	11.59817261	11.615295	11.71205858	11.42859341	11.73318762	11.67296583	11.69888024	11.19813984	11.0989701	11.10598201
CIC11T00000001780	 snap_masked-chr1-processed-gene-3.67	9.980678938	9.873460344	8.286712669	9.084780557	8.328415305	10.01215894	10.43810126	10.95642994	10.8796899	10.55620227	10.61522531	10.70919267	10.82996395	10.67331449	10.87466474	10.87920826	10.82487439	10.35587206	8.634990425	9.723384123
CIC11T00000003048	 ARP8	6.912458513	7.463053345	6.403369134	6.682982871	7.248613078	7.485741299	5.788790749	6.400745009	6.386100979	6.324196145	5.187202296	5.502716812	5.640887635	6.157786504	5.450217376	6.016343794	5.968828554	6.901081633	6.071199136	6.627331269
CIC11T00000003822	 8D4.130	12.96636979	12.77715162	12.55653771	13.33172196	13.34085699	12.91944074	12.08541675	11.60872897	11.78617533	11.89286842	12.15400618	12.1300564	12.06251878	11.92134084	12.08402665	12.13366867	12.17787547	12.96173038	13.26150976	13.00141668
CIC11T00000001814	 FYV4	7.764832854	7.339272257	7.665933311	9.000312273	8.445343919	8.295949702	7.395439479	7.067555084	6.942555027	7.412090153	7.969495907	8.112270164	7.728012118	7.503542446	7.883901583	7.561961307	7.712033719	8.02058122	8.70542268	8.408372624
CIC11T00000001934	 CPR5	10.66961189	10.55493561	10.85344708	10.5189264	10.44261514	9.986823643	10.37458813	9.797955824	9.935097872	10.24202142	10.35488014	10.33057866	10.35094961	10.13055991	10.31840732	10.25843314	10.29996561	10.46448075	10.63884677	10.42414452
CIC11T00000002278	 MED6	7.113811818	6.899062556	7.341547302	7.042235202	6.950485575	6.396810761	7.468014189	7.406682919	7.499408338	6.677163521	7.696497722	7.639680199	7.614789524	6.629361146	7.509798949	7.413099111	7.615031525	6.648640387	7.041389911	6.929471141
CIC11T00000001576	 HNT2	4.25739865	4.26603201	4.564490462	6.391398507	5.65371471	5.929182203	3.700256336	3.338021242	3.667888597	4.642922877	4.812991591	4.872269562	4.418535454	4.687572385	4.596669165	4.704884139	4.290656593	4.739442403	5.009315643	5.045908598
CIC11T00000003809	 TSA1	10.38545611	10.26172674	10.45201325	10.79902515	10.30150559	10.4604171	11.30111064	10.92360008	10.90834638	10.06775426	9.854968279	9.797376613	9.798810676	10.13809337	9.793867748	9.49930164	9.453835204	12.11465999	11.69526678	12.18045944
CIC11T00000004688	 augustus_masked-chr1-processed-gene-3.149	-0.757173654	-0.818468211	-0.827721064	-0.280352457	-0.709484303	-0.051649228	-0.744943906	-0.743563722	-0.718029541	-0.407996039	-0.212446166	-0.018919953	-0.213900699	-0.537518411	-0.526193797	-0.326788265	-0.162031157	-0.284594964	-0.776211136	-0.667675369
CIC11T00000002755	 SEC18	8.988588843	9.191658927	9.04286086	7.86797073	8.604259533	8.528052063	8.600640686	8.948696243	8.993160496	8.976699704	8.226308906	8.15625416	8.234632599	8.942733492	8.234619427	8.483088589	8.491034334	8.62942094	8.328628522	8.508448388
CIC11T00000004978	 augustus_masked-chr1-processed-gene-3.126	4.033799103	4.310916703	4.573210659	3.576887101	1.802678365	3.700090125	5.409323059	4.960729744	5.093229886	6.484856448	6.700633274	6.639574785	6.240104229	6.024469603	5.974748915	6.196044988	6.385566364	3.560075873	2.525734144	3.56147005
CIC11T00000005631	 cpr-c2	8.036945971	7.880436419	8.389485066	7.39994127	7.366991256	6.87192366	8.824992863	8.347286489	8.508311144	6.864327265	7.432785146	7.377956076	7.191251139	6.949190877	7.097827187	7.254603767	7.200539507	7.923701897	8.043592805	7.722586864
CIC11T00000000424	 YMR114c	2.885168739	3.483444038	3.929015344	2.770244785	2.669405149	2.936795784	3.936860255	4.414470941	4.379401019	3.402782981	3.226052371	3.270427131	2.330316995	3.259384215	2.990454747	3.553417683	2.924618538	2.202848846	2.568751626	2.626712709
CIC11T00000004338	 RSM24	9.120360949	9.16120301	9.418421359	9.446706071	9.735582071	9.130131404	9.027127826	9.00260262	8.854924635	8.534149742	8.782090153	8.888523048	8.642928363	8.601501762	8.577958086	8.78417235	8.812322605	9.276663577	9.830229598	9.496064601
CIC11T00000001722	 NGG1	8.081896988	8.208439081	8.655071093	7.28098903	7.925095814	7.501722147	7.679024726	8.094265498	8.027516917	7.267114222	7.001555062	7.015962472	7.158613063	7.217941483	6.700933246	6.497216811	7.080468076	7.795602253	7.741653053	7.869618511
CIC11T00000002626	 MAS1	8.334260163	8.362852162	8.089262637	8.011762963	8.303906596	7.882524225	8.955212833	8.88480798	8.814380708	8.02269126	8.132966562	8.186002839	7.968938444	8.195308886	8.13887365	8.016691698	8.132909374	8.109898133	8.396206883	8.234665806
CIC11T00000004029	 UPS2	7.15304544	7.310685229	6.543239118	7.862937409	7.823022657	7.880054399	8.800991578	8.939396576	7.787402396	8.594425543	8.732899514	8.763104904	9.112036861	9.057988301	9.033237161	8.87083131	8.809430761	7.980384753	7.714343205	7.778802394
CIC11T00000002992	 ATC1_2	3.959835487	3.920383774	2.579678064	6.104489698	5.829272608	5.524078631	4.619519059	4.247621465	3.631519572	5.783474983	6.218620238	6.293642646	6.538649841	5.884348854	6.448041244	6.573739169	6.456973937	3.055564045	4.030414177	3.469641009
CIC11T00000005321	 augustus_masked-chr1-processed-gene-3.133	0.314425339	0.576718038	0.739355033	0.174632764	0.860478335	0.394992399	0.614012829	0.605982192	0.647502009	0.64696331	0.638471181	0.735079044	0.153090765	0.26705188	0.589321953	0.333257838	-0.092837203	0.363292087	0.159633231	0.426906362
CIC11T00000001380	 plp1	7.195706174	7.168686257	7.338332903	7.736132238	7.743449423	7.511837325	7.072437684	7.200755803	7.292618596	7.452901264	7.461360568	7.456176227	7.207411751	7.435195608	7.501260407	7.176359547	7.524249101	7.179778009	7.029319112	7.2507881
CIC11T00000000737	 SEC10	8.181230748	8.365295309	9.047340421	8.113448664	8.380028175	8.426771571	7.862814928	8.031848053	7.887396083	8.145003647	7.526051907	7.396807668	7.721498669	8.361879768	7.768175647	7.466684322	7.482781914	8.405179316	8.338411523	8.406968951
CIC11T00000002068	 CDC1	6.651851508	6.602728823	6.975414833	6.445257738	6.474910319	6.586547928	6.316946473	6.418988968	6.642293251	6.796066601	6.4754473	6.724281506	6.343392339	6.78050165	6.369182818	6.510126208	6.594238595	6.625336105	6.930628936	6.973548522
CIC11T00000001382	 augustus_masked-chr1-processed-gene-3.136	4.627328184	4.557441386	4.734508203	5.402485641	4.913430893	5.247752843	4.804032916	4.601551742	4.892702473	4.876454251	4.909512186	4.928580138	4.882386507	4.952750189	5.297737949	5.069566039	4.557999568	4.425958011	4.948271264	4.398689981
CIC11T00000003680	 SCC2	5.310713138	5.342059304	5.988256954	5.270145319	5.623368965	5.179608885	5.605331959	5.805737056	5.636412668	4.941625235	4.598234295	4.696963624	5.151507386	5.258126381	4.419865829	4.728970822	4.994084774	5.365513262	5.255866408	5.255646313
CIC11T00000002289	 ERF2	4.117998393	3.732626223	4.023436831	3.423150957	3.363827006	4.049000542	3.53241802	3.687872105	4.224862473	4.067959999	3.7957331	4.211009364	4.146755851	4.05174369	3.837683158	3.88204616	3.980935619	3.162728588	3.063678698	3.121954668
CIC11T00000002083	 augustus_masked-chr1-processed-gene-3.137	6.314548755	6.180914458	6.025824287	5.850966633	6.05178229	6.194866985	5.490164533	5.713130252	5.640251157	6.092557427	5.793454297	6.199632391	6.046100607	6.120356864	6.21824776	6.047127904	5.996831187	5.82819013	6.180516726	5.947469809
CIC11T00000001542	 SDH4	10.71235152	10.43126473	10.75685696	10.52082345	10.41536553	10.1601594	10.6630181	10.2862709	10.57065982	10.44640185	10.69112822	10.7392318	10.47456167	10.27574299	10.51134892	10.61037921	10.61161532	10.5819518	10.92649088	10.7711047
CIC11T00000002054	 augustus_masked-chr1-processed-gene-3.154	4.274405247	4.409662062	4.375631344	4.317596489	4.198949922	3.876633918	4.825045963	4.532676568	4.237018471	4.52856877	5.207542989	5.100372759	4.728641474	4.31711081	5.105850594	4.75287499	4.980930998	3.79485288	4.287385803	4.16816406
CIC11T00000001329	 augustus_masked-chr1-processed-gene-3.155	3.819680401	4.061922479	3.776436077	4.224345217	3.875868141	4.682953239	3.305656092	3.59608465	3.512353737	4.67819754	4.579664022	4.314295139	4.352723478	4.660555605	4.120620136	4.427137695	4.497080235	4.16494354	3.207712898	3.860253032
CIC11T00000003761	 LIP2	7.523472577	7.389907888	6.892281112	7.264902408	7.374859444	7.037834538	6.6227041	6.82782227	6.865846267	6.964722534	7.421705014	7.385514088	7.278864501	6.952625436	7.272802839	7.544914435	7.707276066	6.762129439	7.251527838	6.999124244
CIC11T00000005535	 SPC19	3.020422331	3.078708951	3.15157868	2.680731701	2.988160594	2.453601644	2.461474222	2.114689161	2.407186568	2.535995787	2.53842221	2.731594671	2.411482656	2.630692644	2.349255236	2.645004752	3.022605159	2.131330302	2.207334849	2.447362054
CIC11T00000001231	 VPS64	5.100919498	5.079042311	5.306966749	4.810508747	4.95830734	5.379521011	4.8407134	5.340891653	5.670774515	5.257796005	4.725276122	4.956354769	5.252792607	5.015643726	5.021247605	5.175166164	5.421641997	4.517723303	3.387844689	4.282207615
CIC11T00000005463	 COQ4	8.098527971	7.988327152	8.236766147	7.660504086	7.996801938	7.614878708	7.515224729	7.497579928	7.538745442	7.463528669	7.778327304	7.706692399	7.873073089	7.325262213	7.634386405	7.827016321	7.716781879	7.445071228	7.639948721	7.666951499
